N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,Detail URL
740,ARIRANG 코스피TR,"9,375",55,-0.58%,0,755,"8,050",0.00,48,N/A,N/A,https://finance.naver.com/item/main.nhn?code=328370
741,오리엔트바이오,739,15,-1.99%,500,752,"101,799",2.84,"2,578,446",-3.85,-33.20,https://finance.naver.com/item/main.nhn?code=002630
742,사조오양,"7,940",120,-1.49%,"5,000",748,"9,423",2.78,"126,168",5.66,8.18,https://finance.naver.com/item/main.nhn?code=006090
743,조광페인트,"5,830",20,-0.34%,500,746,"12,800",6.51,"22,502",-32.21,-1.33,https://finance.naver.com/item/main.nhn?code=004910
744,한농화성,"4,725",55,+1.18%,500,739,"15,637",10.71,"61,728",7.41,8.58,https://finance.naver.com/item/main.nhn?code=011500
745,범양건영,"2,975",90,-2.94%,"1,000",739,"24,832",0.86,"593,949",3.75,32.82,https://finance.naver.com/item/main.nhn?code=002410
746,TIGER 부동산인프라고배당,"4,420",50,-1.12%,0,738,"16,700",0.02,"53,058",N/A,N/A,https://finance.naver.com/item/main.nhn?code=329200
747,부국철강,"3,685",135,-3.53%,500,737,"20,000",1.37,"208,281",40.05,1.64,https://finance.naver.com/item/main.nhn?code=026940
748,평화산업,"1,340",25,-1.83%,500,736,"54,902",1.49,"859,627",-8.82,-25.93,https://finance.naver.com/item/main.nhn?code=090080
749,KBSTAR 단기국공채액티브,"100,890",30,+0.03%,0,732,726,0.00,"17,549",N/A,N/A,https://finance.naver.com/item/main.nhn?code=272560
750,KTcs,"1,715",30,-1.72%,500,732,"42,685",8.40,"193,401",9.86,4.72,https://finance.naver.com/item/main.nhn?code=058850
751,수출포장,"18,200",200,+1.11%,"5,000",728,"4,000",3.75,"2,965",4.04,7.51,https://finance.naver.com/item/main.nhn?code=002200
752,시디즈,"36,400",200,-0.55%,500,728,"2,000",0.62,843,9.32,27.34,https://finance.naver.com/item/main.nhn?code=134790
753,유유제약,"11,400",150,-1.30%,"1,000",726,"6,369",2.85,"142,635",18.51,5.41,https://finance.naver.com/item/main.nhn?code=000220
754,KBSTAR 국고채3년선물인버스,"99,630",45,+0.05%,0,725,728,0.00,4,N/A,N/A,https://finance.naver.com/item/main.nhn?code=282000
755,서연,"3,085",5,-0.16%,500,724,"23,480",0.94,"121,400",-1.21,-13.31,https://finance.naver.com/item/main.nhn?code=007860
756,KODEX 미국달러선물,"10,900",65,+0.60%,0,720,"6,610",0.00,"16,849",N/A,N/A,https://finance.naver.com/item/main.nhn?code=261240
757,동방,"2,150",35,+1.65%,"1,000",720,"33,466",1.75,"7,154,348",-8.85,-8.33,https://finance.naver.com/item/main.nhn?code=004140
758,엔케이,896,19,-2.08%,500,717,"79,983",2.32,"212,922",-2.69,-25.29,https://finance.naver.com/item/main.nhn?code=085310
759,TIGER 2차전지테마,"7,010",160,-2.23%,0,715,"10,200",0.01,"131,486",N/A,N/A,https://finance.naver.com/item/main.nhn?code=305540
760,영풍제지,"3,215",10,-0.31%,500,714,"22,200",0.88,"63,751",N/A,N/A,https://finance.naver.com/item/main.nhn?code=006740
761,유양디앤유,"1,220",0,0.00%,500,714,"58,494",5.26,0,-7.44,-8.52,https://finance.naver.com/item/main.nhn?code=011690
762,TIGER 차이나HSCEI,"12,515",25,+0.20%,0,713,"5,700",0.00,214,N/A,N/A,https://finance.naver.com/item/main.nhn?code=245360
763,방림,"1,680",20,-1.18%,500,711,"42,314",0.74,"7,626",12.00,3.01,https://finance.naver.com/item/main.nhn?code=003610
764,한솔홈데코,875,14,-1.57%,"1,000",705,"80,565",5.27,"283,369",-15.35,-2.89,https://finance.naver.com/item/main.nhn?code=025750
765,금강공업,"2,880",50,-1.71%,"1,000",703,"24,422",1.76,"36,592",-8.00,-3.23,https://finance.naver.com/item/main.nhn?code=014280
766,남영비비안,"1,020",0,0.00%,100,701,"68,679",1.41,"1,170,819",-31.88,-2.12,https://finance.naver.com/item/main.nhn?code=002070
767,두올,"2,570",40,-1.53%,"2,500",696,"27,067",2.19,"87,205",7.02,7.28,https://finance.naver.com/item/main.nhn?code=016740
768,우진,"3,410",65,-1.87%,500,689,"20,202",1.50,"60,670",-5.50,-10.49,https://finance.naver.com/item/main.nhn?code=105840
769,포스코강판,"11,450",300,-2.55%,"5,000",687,"6,000",2.35,"9,108",25.67,1.23,https://finance.naver.com/item/main.nhn?code=058430
770,신영와코루,"76,300",300,-0.39%,"5,000",687,900,26.69,168,18.00,1.24,https://finance.naver.com/item/main.nhn?code=005800
771,쎌마테라퓨틱스,"6,790",20,+0.30%,500,685,"10,086",0.76,"109,070",-1.69,-724.10,https://finance.naver.com/item/main.nhn?code=015540
772,MH에탄올,"9,250",0,0.00%,500,683,"7,379",0.43,"243,874",-130.28,-0.88,https://finance.naver.com/item/main.nhn?code=023150
773,한국제지,"13,550",350,-2.52%,"5,000",678,"5,005",4.34,"10,106",-3.13,-4.81,https://finance.naver.com/item/main.nhn?code=002300
774,대원전선,995,10,-1.00%,500,678,"68,107",2.36,"251,746",-82.92,-1.01,https://finance.naver.com/item/main.nhn?code=006340
775,사조씨푸드,"3,935",45,-1.13%,"1,000",678,"17,219",2.23,"89,628",-12.00,-2.66,https://finance.naver.com/item/main.nhn?code=014710
776,KCTC,"2,255",50,-2.17%,500,676,"30,000",1.72,"97,517",9.47,3.75,https://finance.naver.com/item/main.nhn?code=009070
777,대유플러스,625,5,-0.79%,500,672,"107,534",2.01,"273,809",4.11,16.75,https://finance.naver.com/item/main.nhn?code=000300
778,참엔지니어링,"1,245",5,+0.40%,500,671,"53,858",4.19,"94,362",-3.22,-33.98,https://finance.naver.com/item/main.nhn?code=009310
779,화천기공,"30,350",250,-0.82%,"5,000",668,"2,200",7.72,"1,342",8.96,2.55,https://finance.naver.com/item/main.nhn?code=000850
780,화천기계,"3,010",235,+8.47%,500,662,"22,000",1.68,"20,771,420",-10.79,-4.93,https://finance.naver.com/item/main.nhn?code=010660
781,유성기업,"2,530",10,-0.39%,500,656,"25,948",18.17,"7,998",3.78,6.47,https://finance.naver.com/item/main.nhn?code=002920
782,KBSTAR 200IT,"9,340",150,-1.58%,0,656,"7,020",0.00,238,N/A,N/A,https://finance.naver.com/item/main.nhn?code=285000
783,새론오토모티브,"3,405",70,-2.01%,500,654,"19,200",68.31,"5,020",-7.86,-3.82,https://finance.naver.com/item/main.nhn?code=075180
784,경동인베스트,"27,550",200,+0.73%,"5,000",652,"2,365",11.40,"1,072",7.16,2.26,https://finance.naver.com/item/main.nhn?code=012320
785,KTis,"1,840",0,0.00%,500,640,"34,802",5.32,"49,647",6.97,5.60,https://finance.naver.com/item/main.nhn?code=058860
786,KBSTAR 금융채액티브,"101,600",65,+0.06%,0,640,630,0.00,4,N/A,N/A,https://finance.naver.com/item/main.nhn?code=336160
787,대림통상,"4,200",50,-1.18%,"1,000",639,"15,225",1.28,"3,827",-5.49,-11.78,https://finance.naver.com/item/main.nhn?code=006570
788,고려산업,"2,560",50,-1.92%,"1,000",638,"24,939",3.49,"300,753",14.22,4.75,https://finance.naver.com/item/main.nhn?code=002140
789,한국석유,"97,200","1,800",-1.82%,"5,000",637,655,2.80,"7,494",-8.39,-5.29,https://finance.naver.com/item/main.nhn?code=004090
790,KBSTAR 국채선물10년,"56,730",35,-0.06%,0,634,"1,118",0.00,136,N/A,N/A,https://finance.naver.com/item/main.nhn?code=295000
791,KODEX 2차전지산업,"7,360",100,-1.34%,0,633,"8,600",0.01,"60,833",N/A,N/A,https://finance.naver.com/item/main.nhn?code=305720
792,미래산업,75,0,0.00%,100,632,"843,218",2.03,"18,944,618",-0.14,-12.97,https://finance.naver.com/item/main.nhn?code=025560
793,영화금속,"1,375",70,-4.84%,500,625,"45,451",1.63,"1,182,579",229.17,0.38,https://finance.naver.com/item/main.nhn?code=012280
794,가온전선,"14,900",0,0.00%,"5,000",620,"4,160",4.26,809,11.34,2.12,https://finance.naver.com/item/main.nhn?code=000500
795,KBSTAR KQ고배당,"10,225",70,-0.68%,0,619,"6,050",0.00,384,N/A,N/A,https://finance.naver.com/item/main.nhn?code=270800
796,대림B&Co,"3,695",0,0.00%,"1,000",616,"16,672",2.12,"16,390",27.99,1.37,https://finance.naver.com/item/main.nhn?code=005750
797,대창단조,"21,350",250,-1.16%,"5,000",610,"2,857",6.99,"6,503",4.22,8.12,https://finance.naver.com/item/main.nhn?code=015230
798,인지컨트롤스,"3,980",5,+0.13%,500,603,"15,160",6.32,"66,026",-7.30,-4.47,https://finance.naver.com/item/main.nhn?code=023800
799,이건산업,"5,480",130,-2.32%,"5,000",600,"10,953",5.73,"29,114",77.18,0.44,https://finance.naver.com/item/main.nhn?code=008250
800,국동,"1,990",65,+3.38%,500,599,"30,103",0.94,"5,938,749",-10.70,-7.07,https://finance.naver.com/item/main.nhn?code=005320
801,KODEX MSCI Korea,"12,125",170,-1.38%,0,594,"4,900",0.00,138,N/A,N/A,https://finance.naver.com/item/main.nhn?code=156080
802,TIGER 유로스탁스50(합성 H),"9,410",125,-1.31%,0,593,"6,300",0.00,"6,813",N/A,N/A,https://finance.naver.com/item/main.nhn?code=195930
803,우신시스템,"3,225",75,-2.27%,500,591,"18,314",9.60,"38,107",10.21,5.18,https://finance.naver.com/item/main.nhn?code=017370
804,DSR,"3,685",55,-1.47%,500,590,"16,000",1.42,"40,005",6.75,5.83,https://finance.naver.com/item/main.nhn?code=155660
805,KC코트렐,"4,530",50,-1.09%,500,589,"13,000",4.61,"76,903",30.40,2.52,https://finance.naver.com/item/main.nhn?code=119650
806,에넥스,980,16,-1.61%,500,588,"59,992",1.93,"499,450",-16.07,-6.42,https://finance.naver.com/item/main.nhn?code=011090
807,일성건설,"1,085",10,-0.91%,500,586,"54,025",64.36,"408,070",31.91,2.05,https://finance.naver.com/item/main.nhn?code=013360
808,KBSTAR 중기우량회사채,"104,500",20,-0.02%,0,585,560,0.00,36,N/A,N/A,https://finance.naver.com/item/main.nhn?code=136340
809,세하,"1,975",20,-1.00%,"1,000",584,"29,563",0.87,"19,610",5.20,34.66,https://finance.naver.com/item/main.nhn?code=027970
810,까뮤이앤씨,"1,290",25,-1.90%,500,582,"45,152",1.55,"968,978",4.31,20.68,https://finance.naver.com/item/main.nhn?code=013700
811,혜인,"4,570",160,+3.63%,500,581,"12,713",1.91,"432,666",12.52,4.55,https://finance.naver.com/item/main.nhn?code=003010
812,서울식품,172,2,-1.15%,100,580,"337,410",2.33,"7,471,840",-28.67,-7.65,https://finance.naver.com/item/main.nhn?code=004410
813,체시스,"2,410",50,-2.03%,500,578,"24,000",1.96,"2,005,169",-20.42,-13.41,https://finance.naver.com/item/main.nhn?code=033250
814,한익스프레스,"4,815",30,-0.62%,500,578,"12,000",5.73,"189,746",10.05,8.30,https://finance.naver.com/item/main.nhn?code=014130
815,KODEX 중국본토 A50,"17,465",25,-0.14%,0,576,"3,300",0.00,"1,513",N/A,N/A,https://finance.naver.com/item/main.nhn?code=169950
816,제일연마,"5,760",50,-0.86%,500,576,"10,000",4.85,645,9.00,7.84,https://finance.naver.com/item/main.nhn?code=001560
817,신한 WTI원유 선물 ETN(H),"2,395",395,+19.75%,0,575,"24,000",0.00,"1,491,658",N/A,N/A,https://finance.naver.com/item/main.nhn?code=500015
818,KB Wise 분할매매 ETN,"9,580",0,0.00%,0,575,"6,000",0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=580010
819,엔케이물산,687,15,-2.14%,500,574,"83,578",1.98,"727,481",-17.18,-7.77,https://finance.naver.com/item/main.nhn?code=009810
820,주연테크,537,0,0.00%,100,573,"106,752",1.40,0,-6.10,-11.11,https://finance.naver.com/item/main.nhn?code=044380
821,삼정펄프,"22,800",250,-1.08%,"5,000",570,"2,500",3.79,"3,816",12.21,2.56,https://finance.naver.com/item/main.nhn?code=009770
822,대구백화점,"5,250",50,-0.94%,"5,000",568,"10,822",2.22,"10,447",-2.86,-6.93,https://finance.naver.com/item/main.nhn?code=006370
823,태경케미컬,"4,890",5,+0.10%,500,567,"11,600",1.38,"21,650",5.77,8.67,https://finance.naver.com/item/main.nhn?code=006890
824,모나미,"2,995",55,-1.80%,"1,000",566,"18,897",3.12,"304,954",-32.55,-2.39,https://finance.naver.com/item/main.nhn?code=005360
825,상신브레이크,"2,625",35,-1.32%,500,564,"21,471",2.47,"4,181",13.89,2.40,https://finance.naver.com/item/main.nhn?code=041650
826,유한양행우,"47,150",150,+0.32%,"1,000",557,"1,181",0.00,925,80.19,N/A,https://finance.naver.com/item/main.nhn?code=000105
827,SMART KRX300,"11,925",105,-0.87%,0,549,"4,600",0.00,"2,560",N/A,N/A,https://finance.naver.com/item/main.nhn?code=292500
828,신한 레버리지 은 선물 ETN(H),"5,450",100,-1.80%,0,545,"10,000",0.00,"92,005",N/A,N/A,https://finance.naver.com/item/main.nhn?code=500029
829,TIGER 인버스,"7,660",70,+0.92%,0,536,"7,000",0.89,"157,514",N/A,N/A,https://finance.naver.com/item/main.nhn?code=123310
830,영보화학,"2,680",0,0.00%,500,536,"20,000",51.92,"15,756",10.47,3.56,https://finance.naver.com/item/main.nhn?code=014440
831,화인베스틸,"1,810",30,-1.63%,500,535,"29,550",2.93,"86,451",-7.13,-7.77,https://finance.naver.com/item/main.nhn?code=133820
832,CS홀딩스,"46,300",100,+0.22%,"5,000",535,"1,154",2.38,235,5.52,4.35,https://finance.naver.com/item/main.nhn?code=000590
833,SG충방,"1,180",30,-2.48%,500,531,"44,964",1.92,"42,896",69.41,0.59,https://finance.naver.com/item/main.nhn?code=001380
834,TIGER 미국채10년선물,"13,150",60,+0.46%,0,526,"4,000",0.00,"26,795",N/A,N/A,https://finance.naver.com/item/main.nhn?code=305080
835,디아이씨,"1,350",25,-1.82%,500,525,"38,889",2.92,"29,228",-0.81,-33.70,https://finance.naver.com/item/main.nhn?code=092200
836,GS우,"29,350",50,-0.17%,"5,000",524,"1,785",9.70,"1,610",5.11,N/A,https://finance.naver.com/item/main.nhn?code=078935
837,만호제강,"12,600",50,-0.40%,"1,000",523,"4,150",2.88,"7,099",50.40,0.46,https://finance.naver.com/item/main.nhn?code=001080
838,KBSTAR KRX300,"12,005",55,+0.46%,0,522,"4,350",0.00,4,N/A,N/A,https://finance.naver.com/item/main.nhn?code=292050
839,KOSEF 통안채1년,"101,800",25,+0.02%,0,519,510,0.00,"268,643",N/A,N/A,https://finance.naver.com/item/main.nhn?code=122260
840,세우글로벌,"1,805",55,-2.96%,500,518,"28,705",1.55,"630,302",601.67,0.23,https://finance.naver.com/item/main.nhn?code=013000
841,KODEX 코스피대형주,"9,075",80,-0.87%,0,517,"5,700",0.00,"4,572",N/A,N/A,https://finance.naver.com/item/main.nhn?code=337140
842,DSR제강,"3,585",45,-1.24%,500,516,"14,400",1.94,"9,940",7.64,4.86,https://finance.naver.com/item/main.nhn?code=069730
843,KODEX 은행,"4,890",15,-0.31%,0,513,"10,500",0.23,"74,008",N/A,N/A,https://finance.naver.com/item/main.nhn?code=091170
844,평화홀딩스,"3,495",50,+1.45%,500,511,"14,625",14.71,"129,015",-3.71,-11.10,https://finance.naver.com/item/main.nhn?code=010770
845,KODEX 고배당,"6,720",40,-0.59%,0,511,"7,600",0.00,"21,018",N/A,N/A,https://finance.naver.com/item/main.nhn?code=279530
846,TIGER 미국MSCI리츠(합성 H),"10,210",170,-1.64%,0,510,"5,000",0.00,"6,927",N/A,N/A,https://finance.naver.com/item/main.nhn?code=182480
847,대양금속,"2,295",25,-1.08%,500,510,"22,240",5.36,"295,445",17.39,7.06,https://finance.naver.com/item/main.nhn?code=009190
848,유엔젤,"3,850",130,+3.49%,500,508,"13,195",5.45,"823,289",-10.21,-12.80,https://finance.naver.com/item/main.nhn?code=072130
849,파워 200,"26,005",245,-0.93%,0,507,"1,950",3.74,"45,332",N/A,N/A,https://finance.naver.com/item/main.nhn?code=152870
850,미래아이앤지,390,7,+1.83%,100,505,"129,484",2.93,"1,194,690",3.61,22.51,https://finance.naver.com/item/main.nhn?code=007120
851,휴스틸,"6,620",30,-0.45%,"5,000",505,"7,622",3.90,"9,266",-4.02,-3.13,https://finance.naver.com/item/main.nhn?code=005010
852,금비,"50,100","1,100",-2.15%,"5,000",501,"1,000",0.09,455,12.04,6.48,https://finance.naver.com/item/main.nhn?code=008870
853,ARIRANG 코스피,"19,640",155,-0.78%,0,501,"2,550",0.00,251,N/A,N/A,https://finance.naver.com/item/main.nhn?code=227830
854,선도전기,"2,775",60,-2.12%,500,500,"18,000",1.94,"204,514",-23.32,-2.52,https://finance.naver.com/item/main.nhn?code=007610
855,NI스틸,"1,740",10,-0.57%,500,498,"28,600",0.69,"62,065",7.77,5.91,https://finance.naver.com/item/main.nhn?code=008260
856,우진아이엔에스,"6,500",100,-1.52%,500,495,"7,622",1.01,"7,762",23.30,1.97,https://finance.naver.com/item/main.nhn?code=010400
857,대교우B,"2,545",50,+2.00%,500,494,"19,427",6.36,"143,666",15.71,N/A,https://finance.naver.com/item/main.nhn?code=019685
858,KB KTOP30 ETN,"9,870",0,0.00%,0,494,"5,000",0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=580006
859,TIGER 중장기국채,"53,235",185,-0.35%,0,490,920,0.00,48,N/A,N/A,https://finance.naver.com/item/main.nhn?code=302190
860,삼성 레버리지 천연가스 선물 ETN,"3,915",330,-7.77%,0,489,"12,500",0.00,"388,421",N/A,N/A,https://finance.naver.com/item/main.nhn?code=530037
861,한국특수형강,"1,510",15,-0.98%,500,489,"32,353",0.51,"67,340",-2.19,-27.55,https://finance.naver.com/item/main.nhn?code=007280
862,대원화성,"1,180",15,-1.26%,500,487,"41,249",2.03,"9,967",11.35,5.56,https://finance.naver.com/item/main.nhn?code=024890
863,삼성 인버스 2X WTI원유 선물 ETN,"9,675","3,370",-25.83%,0,484,"5,000",0.15,"16,802,190",N/A,N/A,https://finance.naver.com/item/main.nhn?code=530036
864,인터지스,"1,625",35,+2.20%,500,483,"29,748",0.66,"543,907",-1.80,-14.20,https://finance.naver.com/item/main.nhn?code=129260
865,폴루스바이오팜,"1,225",0,0.00%,500,482,"39,312",2.26,0,-3.55,-27.04,https://finance.naver.com/item/main.nhn?code=007630
866,한국프랜지,"1,575",50,-3.08%,"1,000",480,"30,450",4.52,"254,907",4.22,5.35,https://finance.naver.com/item/main.nhn?code=010100
867,삼성공조,"5,880",70,-1.18%,500,478,"8,126",10.02,"3,127",10.05,2.21,https://finance.naver.com/item/main.nhn?code=006660
868,유화증권우,"2,730",40,+1.49%,"1,000",477,"17,476",0.00,"18,173",32.50,N/A,https://finance.naver.com/item/main.nhn?code=003465
869,QV Big Vol ETN,"9,485",0,0.00%,0,474,"5,000",0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=550001
870,부국증권우,"15,800",0,0.00%,"5,000",474,"3,000",12.31,"1,021",7.69,N/A,https://finance.naver.com/item/main.nhn?code=001275
871,KB KQ 우량주30 ETN,"9,465",100,-1.05%,0,473,"5,000",0.00,40,N/A,N/A,https://finance.naver.com/item/main.nhn?code=580007
872,롯데지주우,"47,900",350,-0.73%,200,473,988,0.66,"2,578",-14.11,N/A,https://finance.naver.com/item/main.nhn?code=00499K
873,KODEX 중국본토CSI300,"10,250",95,-0.92%,0,472,"4,600",0.00,"2,325",N/A,N/A,https://finance.naver.com/item/main.nhn?code=283580
874,동양피스톤,"3,570",115,-3.12%,500,470,"13,168",0.81,"23,670",4.84,9.72,https://finance.naver.com/item/main.nhn?code=092780
875,KODEX 미디어&엔터테인먼트,"12,645",15,-0.12%,0,468,"3,700",0.00,"3,030",N/A,N/A,https://finance.naver.com/item/main.nhn?code=266360
876,유니온,"2,990",100,-3.24%,500,467,"15,612",3.59,"147,564",-2.95,-14.93,https://finance.naver.com/item/main.nhn?code=000910
877,ARIRANG 200동일가중,"6,850",15,-0.22%,0,466,"6,800",0.00,11,N/A,N/A,https://finance.naver.com/item/main.nhn?code=295820
878,삼성 코스피 풋매도 ETN,"9,310",0,0.00%,0,466,"5,000",0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=530053
879,메타랩스,885,6,-0.67%,500,463,"52,309",0.00,"210,348",-1.77,-40.07,https://finance.naver.com/item/main.nhn?code=090370
880,미래에셋대우우,"3,280",40,+1.23%,"5,000",462,"14,076",0.61,"13,942",4.04,N/A,https://finance.naver.com/item/main.nhn?code=006805
881,신풍제지,"1,315",20,+1.54%,500,460,"34,959",0.67,"89,862",2.34,32.25,https://finance.naver.com/item/main.nhn?code=002870
882,선창산업,"3,635",75,+2.11%,"1,000",458,"12,608",0.72,"20,203",-1.22,-15.85,https://finance.naver.com/item/main.nhn?code=002820
883,KB 코스피 양매도 5% OTM ETN,"9,130",0,0.00%,0,456,"5,000",0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=580008
884,TRUE 코스피 양매도 ATM ETN,"9,065",0,0.00%,0,453,"5,000",0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=570030
885,한신기계,"1,395",15,-1.06%,500,453,"32,446",10.54,"70,719",27.90,2.01,https://finance.naver.com/item/main.nhn?code=011700
886,페이퍼코리아,"1,280",45,+3.64%,500,450,"35,166",0.79,"776,702",-1.32,-136.14,https://finance.naver.com/item/main.nhn?code=001020
887,한국종합기술,"4,100",80,-1.91%,500,449,"10,950",1.46,"14,425",-12.62,-3.61,https://finance.naver.com/item/main.nhn?code=023350
888,TRUE 코스피 양매도 3% OTM ETN,"8,935",15,+0.17%,0,447,"5,000",0.00,58,N/A,N/A,https://finance.naver.com/item/main.nhn?code=570029
889,TRUE 레버리지 천연가스 선물 ETN(H),"11,150","1,160",-9.42%,0,446,"4,000",0.00,"22,788",N/A,N/A,https://finance.naver.com/item/main.nhn?code=570045
890,두산퓨얼셀1우,"3,325",70,-2.06%,100,444,"13,364",2.31,"41,461",N/A,N/A,https://finance.naver.com/item/main.nhn?code=33626K
891,KODEX IT,"12,295",200,-1.60%,0,443,"3,600",0.00,"2,923",N/A,N/A,https://finance.naver.com/item/main.nhn?code=266370
892,국보,"1,810",165,+10.03%,500,442,"24,410",1.91,"7,001,607",-4.27,-36.39,https://finance.naver.com/item/main.nhn?code=001140
893,KODEX 200exTOP,"8,730",60,-0.68%,0,436,"5,000",0.00,1,N/A,N/A,https://finance.naver.com/item/main.nhn?code=337150
894,TIGER 국채3년,"111,440",30,-0.03%,0,435,390,0.00,86,N/A,N/A,https://finance.naver.com/item/main.nhn?code=114820
895,KBSTAR 미국S&P원유생산기업(합성 H),"2,225",90,+4.22%,0,433,"19,450",0.00,"3,360,496",N/A,N/A,https://finance.naver.com/item/main.nhn?code=219390
896,문배철강,"2,105",5,-0.24%,500,432,"20,504",1.54,"42,678",18.15,2.14,https://finance.naver.com/item/main.nhn?code=008420
897,신송홀딩스,"3,630",20,+0.55%,500,429,"11,829",1.08,"34,838",-1.25,-32.05,https://finance.naver.com/item/main.nhn?code=006880
898,티에이치엔,"2,375",95,-3.85%,500,428,"18,000",4.45,"382,448",2.48,33.47,https://finance.naver.com/item/main.nhn?code=019180
899,두산솔루스2우B,"25,800","1,700",-6.18%,100,425,"1,646",0.19,"28,493",N/A,N/A,https://finance.naver.com/item/main.nhn?code=33637L
900,덕성,"2,700",60,-2.17%,500,423,"15,680",3.21,"68,527",245.45,0.29,https://finance.naver.com/item/main.nhn?code=004830
901,삼영화학,"1,240",30,+2.48%,500,422,"34,000",1.50,"137,684",-21.02,-4.49,https://finance.naver.com/item/main.nhn?code=003720
902,이구산업,"1,255",15,-1.18%,500,420,"33,442",2.90,"33,167",-12.55,-3.26,https://finance.naver.com/item/main.nhn?code=025820
903,코오롱인더우,"15,100",50,+0.33%,"5,000",418,"2,768",12.81,"7,603",13.83,N/A,https://finance.naver.com/item/main.nhn?code=120115
904,KODEX 반도체,"22,500",255,-1.12%,0,416,"1,850",0.30,"16,626",N/A,N/A,https://finance.naver.com/item/main.nhn?code=091160
905,SK케미칼우,"28,450",0,0.00%,"5,000",415,"1,459",6.51,"19,257",35.25,N/A,https://finance.naver.com/item/main.nhn?code=28513K
906,TIGER 차이나CSI300인버스(합성),"10,855",170,+1.59%,0,412,"3,800",0.44,"166,233",N/A,N/A,https://finance.naver.com/item/main.nhn?code=217780
907,베트남개발1,297,7,+2.41%,0,409,"137,680",0.19,"71,035",N/A,N/A,https://finance.naver.com/item/main.nhn?code=096300
908,동원수산,"8,710",140,-1.58%,"5,000",405,"4,654",5.30,"102,040",6.68,12.71,https://finance.naver.com/item/main.nhn?code=030720
909,KOSEF 단기자금,"101,445",5,0.00%,0,405,399,0.00,"23,080",N/A,N/A,https://finance.naver.com/item/main.nhn?code=130730
910,삼아알미늄,"3,665",20,+0.55%,500,403,"11,000",33.49,"20,523",8.14,4.62,https://finance.naver.com/item/main.nhn?code=006110
911,ARIRANG 신흥국MSCI(합성 H),"8,740",70,-0.79%,0,399,"4,560",0.00,"7,700",N/A,N/A,https://finance.naver.com/item/main.nhn?code=195980
912,KOSEF Fn중소형,"14,850",145,-0.97%,0,398,"2,680",0.00,31,N/A,N/A,https://finance.naver.com/item/main.nhn?code=331910
913,TIGER 소프트웨어,"9,570",35,-0.36%,0,396,"4,140",0.01,"18,200",N/A,N/A,https://finance.naver.com/item/main.nhn?code=157490
914,SJM,"2,535",30,+1.20%,500,396,"15,605",12.65,"13,062",5.79,4.23,https://finance.naver.com/item/main.nhn?code=123700
915,케이비아이동국실업,596,3,-0.50%,500,394,"66,042",0.53,"50,476",-18.62,-1.19,https://finance.naver.com/item/main.nhn?code=001620
916,바다로19호,"2,585",5,-0.19%,"5,000",393,"15,200",0.00,"7,549",7.22,12.05,https://finance.naver.com/item/main.nhn?code=155900
917,조일알미늄,559,0,0.00%,500,392,"70,156",0.32,"30,036",-0.51,-51.10,https://finance.naver.com/item/main.nhn?code=018470
918,TCC스틸,"1,705",15,-0.87%,"1,000",392,"23,000",0.72,"18,450",7.79,4.42,https://finance.naver.com/item/main.nhn?code=002710
919,롯데칠성우,"50,200",0,0.00%,500,389,775,6.82,750,-3.09,N/A,https://finance.naver.com/item/main.nhn?code=005305
920,KODEX 증권,"4,890",40,-0.81%,0,389,"7,950",0.47,"86,205",N/A,N/A,https://finance.naver.com/item/main.nhn?code=102970
921,태양금속,"1,045",10,-0.95%,500,384,"36,700",3.77,"94,589",-1.89,-26.30,https://finance.naver.com/item/main.nhn?code=004100
922,진양산업,"2,940",75,-2.49%,500,382,"13,000",4.59,"145,542",5.60,17.84,https://finance.naver.com/item/main.nhn?code=003780
923,SJM홀딩스,"2,555",5,+0.20%,500,382,"14,934",6.27,"5,313",7.77,3.32,https://finance.naver.com/item/main.nhn?code=025530
924,QV WISE 배당 ETN,"7,630",0,0.00%,0,382,"5,000",0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=550002
925,호텔신라우,"50,600",200,+0.40%,"5,000",380,752,5.58,"2,351",11.93,N/A,https://finance.naver.com/item/main.nhn?code=008775
926,한세엠케이,"2,945",10,+0.34%,500,380,"12,909",1.58,"2,823",-0.87,-35.15,https://finance.naver.com/item/main.nhn?code=069640
927,TIGER 레버리지,"9,200",200,-2.13%,0,377,"4,100",0.46,"403,111",N/A,N/A,https://finance.naver.com/item/main.nhn?code=123320
928,대동전자,"3,595",85,-2.31%,500,377,"10,490",41.80,"8,950",7.37,2.58,https://finance.naver.com/item/main.nhn?code=008110
929,KBSTAR 국고채3년,"113,535",35,+0.03%,0,375,330,0.00,158,N/A,N/A,https://finance.naver.com/item/main.nhn?code=114100
930,형지엘리트,"1,200",10,-0.83%,500,374,"31,155",1.34,"1,123,654",-3.52,-15.65,https://finance.naver.com/item/main.nhn?code=093240
