N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,Detail URL,CODE
643,화승알앤에이,"1,625",10,+0.62%,500,"1,049","64,561",2.32,"66,742",4.55,9.62,https://finance.naver.com/item/main.nhn?code=013520,013520
644,경동도시가스,"17,750",200,+1.14%,"2,500","1,046","5,895",16.82,"5,537",4.26,7.45,https://finance.naver.com/item/main.nhn?code=267290,267290
645,미창석유,"60,000",400,+0.67%,"5,000","1,044","1,740",31.58,"2,247",N/A,N/A,https://finance.naver.com/item/main.nhn?code=003650,003650
646,두산솔루스1우,"14,100",50,+0.36%,100,"1,039","7,366",2.24,"80,781",N/A,N/A,https://finance.naver.com/item/main.nhn?code=33637K,33637K
647,디와이,"3,940",40,+1.03%,500,"1,037","26,320",11.90,"76,449",6.32,4.73,https://finance.naver.com/item/main.nhn?code=013570,013570
648,대한방직,"19,550",200,+1.03%,"1,000","1,036","5,300",0.43,"13,508",-6.64,-10.27,https://finance.naver.com/item/main.nhn?code=001070,001070
649,디아이,"3,250",50,-1.52%,500,"1,024","31,497",5.97,"55,898",154.76,0.48,https://finance.naver.com/item/main.nhn?code=003160,003160
650,대창,"1,120",0,0.00%,500,"1,021","91,140",4.81,"5,369,460",20.36,2.75,https://finance.naver.com/item/main.nhn?code=012800,012800
651,금양,"2,315",15,+0.65%,500,"1,020","44,048",0.72,"94,826",-9.37,-14.85,https://finance.naver.com/item/main.nhn?code=001570,001570
652,퍼스텍,"2,170",220,-9.21%,500,"1,015","46,765",0.59,"2,110,032",-9.69,-31.41,https://finance.naver.com/item/main.nhn?code=010820,010820
653,제이에스코퍼레이션,"7,580",150,-1.94%,100,"1,011","13,336",1.99,"66,026",12.33,5.26,https://finance.naver.com/item/main.nhn?code=194370,194370
654,태경비케이,"3,635",20,-0.55%,500,"1,003","27,583",4.41,"312,345",24.56,3.08,https://finance.naver.com/item/main.nhn?code=014580,014580
655,미원화학,"45,550",450,-0.98%,"1,000","1,002","2,199",5.33,378,7.39,14.07,https://finance.naver.com/item/main.nhn?code=134380,134380
656,크라운제과,"7,970",60,+0.76%,200,998,"12,524",1.26,"38,537",5.60,14.02,https://finance.naver.com/item/main.nhn?code=264900,264900
657,우리들휴브레인,"2,765",45,+1.65%,500,993,"35,903",1.21,"2,009,342",-14.18,-17.72,https://finance.naver.com/item/main.nhn?code=118000,118000
658,조선선재,"78,900",600,+0.77%,500,992,"1,258",6.32,853,7.75,12.02,https://finance.naver.com/item/main.nhn?code=120030,120030
659,비상교육,"7,630",190,+2.55%,500,992,"12,997",9.01,"1,710,395",8.79,5.36,https://finance.naver.com/item/main.nhn?code=100220,100220
660,SH에너지화학,889,23,+2.66%,500,988,"111,134",33.84,"3,278,742",-34.19,-2.84,https://finance.naver.com/item/main.nhn?code=002360,002360
661,TIGER 코스닥150 레버리지,"7,940",40,-0.50%,0,985,"12,400",1.46,"370,204",N/A,N/A,https://finance.naver.com/item/main.nhn?code=233160,233160
662,신세계건설,"24,450",200,-0.81%,"5,000",978,"4,000",4.89,"10,027",5.58,8.91,https://finance.naver.com/item/main.nhn?code=034300,034300
663,우성사료,"3,165",120,+3.94%,500,978,"30,900",2.53,"4,991,472",8.20,7.17,https://finance.naver.com/item/main.nhn?code=006980,006980
664,금호에이치티,"3,790",5,-0.13%,500,976,"25,744",3.73,"66,948","-1,263.33",-0.05,https://finance.naver.com/item/main.nhn?code=214330,214330
665,TIGER 미국S&P500레버리지(합성 H),"14,735",65,+0.44%,0,973,"6,600",0.00,"87,730",N/A,N/A,https://finance.naver.com/item/main.nhn?code=225040,225040
666,미원홀딩스,"41,650",400,-0.95%,500,971,"2,332",0.97,489,6.32,11.03,https://finance.naver.com/item/main.nhn?code=107590,107590
667,제이준코스메틱,"2,935",0,0.00%,500,968,"32,987",1.68,"480,321",-0.93,-93.55,https://finance.naver.com/item/main.nhn?code=025620,025620
668,세아특수강,"11,250",150,+1.35%,"5,000",964,"8,570",1.80,"5,565",8.79,3.47,https://finance.naver.com/item/main.nhn?code=019440,019440
669,삼화전기,"14,550",100,-0.68%,"1,000",962,"6,614",24.12,"53,325",31.63,7.03,https://finance.naver.com/item/main.nhn?code=009470,009470
670,일동홀딩스,"8,330",50,-0.60%,"1,000",961,"11,540",0.98,"4,351",-4.28,-14.91,https://finance.naver.com/item/main.nhn?code=000230,000230
671,TIGER 200선물인버스2X,"6,750",115,-1.68%,0,952,"14,100",2.88,"3,998,515",N/A,N/A,https://finance.naver.com/item/main.nhn?code=252710,252710
